0.20000, 0.00000
5.00000, 0.00000
5.00246, -0.09376
7.50000, 0.00000
7.50282, -0.10772
10.00000, 0.00000
10.00395, -0.15092
12.50000, 0.00000
12.50471, -0.17974
15.00000, 0.00000
15.00968, -0.22182
17.50000, 0.00000
17.51092, -0.25020
20.00000, 0.00000
20.01278, -0.29262
22.50000, 0.00000
22.51400, -0.32067
25.00000, 0.00000
25.01582, -0.36240
27.50000, 0.00000
27.51703, -0.39015
30.00000, 0.00000
30.01883, -0.43125
32.50000, 0.00000
32.52003, -0.45874
35.00000, 0.00000
35.02182, -0.49969
37.50000, 0.00000
37.52299, -0.52651
40.00000, 0.00000
40.02475, -0.56691
42.50000, 0.00000
42.52589, -0.59307
45.00000, 0.00000
45.02764, -0.63296
47.50000, 0.00000
47.52877, -0.65893
50.00000, 0.00000
50.03123, -0.71537
52.50000, 0.00000
52.52586, -0.59227
54.50000, 0.00000
54.52670, -0.61159
56.50000, 0.00000
56.52757, -0.63138
58.50000, 0.00000
58.52840, -0.65052
60.50000, 0.00000
60.52924, -0.66975
62.50000, 0.00000
62.53007, -0.68870
64.50000, 0.00000
64.53088, -0.70737
66.50000, 0.00000
66.53169, -0.72576
68.50000, 0.00000
68.52437, -0.55818
70.00000, 0.00000
70.02495, -0.57154
71.50000, 0.00000
71.52525, -0.57825
73.00000, 0.00000
73.02583, -0.59171
74.50000, 0.00000
74.52613, -0.59848
76.00000, 0.00000
76.02671, -0.61176
77.50000, 0.00000
77.52699, -0.61829
79.00000, 0.00000
79.02755, -0.63109
80.50000, 0.00000
80.52784, -0.63767
82.00000, 0.00000
82.02839, -0.65028
83.50000, 0.00000
83.52867, -0.65662
85.00000, 0.00000
85.02921, -0.66904
86.50000, 0.00000
86.52948, -0.67512
88.00000, 0.00000
88.03002, -0.68765
89.50000, 0.00000
89.53029, -0.69379
91.00000, 0.00000
91.03082, -0.70581
92.50000, 0.00000
92.53107, -0.71169
94.00000, 0.00000
94.03159, -0.72350
95.50000, 0.00000
95.52759, -0.63191
96.80000, 0.00000
96.82781, -0.63706
98.10000, 0.00000
98.12842, -0.65098
99.40000, 0.00000
99.42864, -0.65592
100.70000, 0.00000
100.72884, -0.66060
102.00000, 0.00000
102.02926, -0.67027
103.30000, 0.00000
103.32947, -0.67498
104.60000, 0.00000
104.62968, -0.67971
105.90000, 0.00000
105.92988, -0.68446
107.20000, 0.00000
107.23029, -0.69371
108.50000, 0.00000
108.53048, -0.69821
109.80000, 0.00000
109.83068, -0.70273
111.10000, 0.00000
111.13108, -0.71179
112.40000, 0.00000
112.43128, -0.71635
113.70000, 0.00000
113.73146, -0.72063
115.00000, 0.00000
115.03165, -0.72492
116.30000, 0.00000
116.32958, -0.67738
117.50000, 0.00000
117.52974, -0.68111
118.70000, 0.00000
118.72991, -0.68511
119.90000, 0.00000
119.93009, -0.68913
121.10000, 0.00000
121.13042, -0.69666
122.30000, 0.00000
122.33058, -0.70044
123.50000, 0.00000
123.53075, -0.70423
124.70000, 0.00000
124.73091, -0.70802
125.90000, 0.00000
125.93107, -0.71156
127.10000, 0.00000
127.13139, -0.71893
128.30000, 0.00000
128.33154, -0.72250
129.50000, 0.00000
129.53170, -0.72607
130.70000, 0.00000
130.72920, -0.66885
131.80000, 0.00000
131.82945, -0.67442
132.90000, 0.00000
132.92958, -0.67748
134.00000, 0.00000
134.02972, -0.68079
135.10000, 0.00000
135.12999, -0.68693
136.20000, 0.00000
136.23013, -0.69001
137.30000, 0.00000
137.33026, -0.69310
138.40000, 0.00000
138.43039, -0.69594
139.50000, 0.00000
139.53052, -0.69905
140.60000, 0.00000
140.63068, -0.70268
141.70000, 0.00000
141.73082, -0.70580
142.80000, 0.00000
142.83094, -0.70867
143.90000, 0.00000
143.93107, -0.71154
145.00000, 0.00000
145.03119, -0.71442
146.10000, 0.00000
146.13143, -0.71994
147.20000, 0.00000
147.23161, -0.72390
148.30000, 0.00000
148.33173, -0.72681
149.40000, 0.00000
149.42896, -0.66339
150.40000, 0.00000
150.42907, -0.66581
151.40000, 0.00000
151.42919, -0.66847
152.40000, 0.00000
152.42929, -0.67090
153.40000, 0.00000
153.42941, -0.67357
154.40000, 0.00000
154.42952, -0.67601
155.40000, 0.00000
155.42962, -0.67846
156.40000, 0.00000
156.42973, -0.68091
157.40000, 0.00000
157.42983, -0.68312
158.40000, 0.00000
158.42993, -0.68558
159.40000, 0.00000
159.43004, -0.68804
160.40000, 0.00000
160.43014, -0.69026
161.40000, 0.00000
161.43025, -0.69274
162.40000, 0.00000
162.43034, -0.69497
163.40000, 0.00000
163.43044, -0.69721
164.40000, 0.00000
164.43054, -0.69945
165.40000, 0.00000
165.43064, -0.70170
166.40000, 0.00000
166.43074, -0.70395
167.40000, 0.00000
167.43082, -0.70596
168.40000, 0.00000
168.43092, -0.70822
169.40000, 0.00000
169.43102, -0.71049
170.40000, 0.00000
170.43111, -0.71250
171.40000, 0.00000
171.43120, -0.71452
172.40000, 0.00000
172.43129, -0.71655
173.40000, 0.00000
173.43138, -0.71883
174.40000, 0.00000
174.43146, -0.72061
175.40000, 0.00000
175.43155, -0.72265
176.40000, 0.00000
176.43164, -0.72469
177.40000, 0.00000
177.43173, -0.72673
178.40000, 0.00000
178.43182, -0.72878
179.40000, 0.00000
179.43190, -0.73058
180.40000, 0.00000
180.43198, -0.73238
181.40000, 0.00000
181.43207, -0.73444
182.40000, 0.00000
182.43214, -0.73624
183.40000, 0.00000
183.43222, -0.73805
184.40000, 0.00000
184.43230, -0.73986
185.40000, 0.00000
185.43238, -0.74167
186.40000, 0.00000
186.43246, -0.74349
187.40000, 0.00000
187.43254, -0.74531
188.40000, 0.00000
188.43261, -0.74688
189.40000, 0.00000
189.43269, -0.74870
190.40000, 0.00000
190.43277, -0.75053
191.40000, 0.00000
191.43284, -0.75210
192.40000, 0.00000
192.43292, -0.75394
193.40000, 0.00000
193.43299, -0.75551
194.40000, 0.00000
194.43306, -0.75709
195.40000, 0.00000
195.43312, -0.75867
196.40000, 0.00000
196.43319, -0.76026
197.40000, 0.00000
197.43326, -0.76184
198.40000, 0.00000
198.43333, -0.76343
199.40000, 0.00000
199.43340, -0.76502
200.40000, 0.00000
200.43347, -0.76661
201.40000, 0.00000
201.43353, -0.76794
202.40000, 0.00000
202.43360, -0.76954
203.40000, 0.00000
203.43367, -0.77114
204.40000, 0.00000
204.43373, -0.77247
205.40000, 0.00000
205.43380, -0.77407
206.40000, 0.00000
206.43386, -0.77541
207.40000, 0.00000
207.43391, -0.77675
208.40000, 0.00000
208.43397, -0.77810
209.40000, 0.00000
209.43403, -0.77944
210.40000, 0.00000
210.43409, -0.78078
211.40000, 0.00000
211.43415, -0.78213
212.40000, 0.00000
212.43421, -0.78348
213.40000, 0.00000
213.43427, -0.78483
214.40000, 0.00000
214.43433, -0.78618
215.40000, 0.00000
215.43438, -0.78754
216.40000, 0.00000
216.43443, -0.78862
217.40000, 0.00000
217.43449, -0.78998
218.40000, 0.00000
218.43454, -0.79107
219.40000, 0.00000
219.43460, -0.79243
220.40000, 0.00000
220.43465, -0.79352
221.40000, 0.00000
221.43471, -0.79488
222.40000, 0.00000
222.43475, -0.79597
223.40000, 0.00000
223.43480, -0.79706
224.40000, 0.00000
224.43485, -0.79816
225.40000, 0.00000
225.43490, -0.79925
226.40000, 0.00000
226.43496, -0.80063
227.40000, 0.00000
227.43500, -0.80172
228.40000, 0.00000
228.43505, -0.80282
229.40000, 0.00000
229.43509, -0.80365
230.40000, 0.00000
230.43514, -0.80475
231.40000, 0.00000
231.43518, -0.80585
232.40000, 0.00000
235.60000, -1.8
